mes,date,ethereum,bitcoin,litecoin,monero,binance
Julio,2019-07-01,290.524500688,10647.87711725,120.122859885,88.72942495065,32.811629426349995
Julio,2019-07-02,284.1292163905,10325.03657994,117.970667294,85.42287057095,32.1693109792
Julio,2019-07-03,297.371844418,11393.1167596,121.0543220945,89.05217156570001,32.44304716585
Julio,2019-07-04,293.36344657250004,11586.322108,122.8598959705,90.34682484055,33.34451257565
Julio,2019-07-05,288.30793029200004,11135.31314145,118.900975811,89.1490995941,33.04297547465001
Julio,2019-07-06,291.328643154,11301.75453335,119.310589096,94.0534005638,32.8993388647
Julio,2019-07-07,298.1242601255,11345.21234275,118.9831758675,100.17749989505,32.9718088968
Julio,2019-07-08,308.884167165,11869.60372965,121.8402900245,104.063453839,33.67398610335
Julio,2019-07-09,311.754464885,12506.19706425,121.196756631,101.2790579449,33.242249839
Julio,2019-07-10,299.317614007,12420.253674299998,111.9632514395,97.07362087635,31.96595770775
Julio,2019-07-11,278.0578699855,11651.77280435,102.9262016753,91.0377017151,30.3563032164
Julio,2019-07-12,273.427798971,11542.31592505,103.784368155,92.2666515165,30.7770818475
Julio,2019-07-13,269.876751855,11375.21825945,101.80280225975,93.76557840425,31.45097672105
Julio,2019-07-14,248.4552235855,10842.8900908,95.24566952035,90.03463343715,30.25028337825
Julio,2019-07-15,222.708462984,10522.387023055,89.15636555295,83.23653334229999,28.127612145
Julio,2019-07-16,215.9458655275,10222.37001405,84.7796049637,81.37758223095,27.3973519597
Julio,2019-07-17,205.983024221,9563.134536435,85.27259665435,75.7532157891,26.4258662556
Julio,2019-07-18,218.638566,10056.820736625,95.2970763412,80.12516146835,28.04814777865
Julio,2019-07-19,221.389362488,10473.30479855,98.45050201835,82.45417539475,29.10204851325
Julio,2019-07-20,227.693975623,10749.96918015,101.16053369065,84.68176957065,30.1255323473
Julio,2019-07-21,224.44471104,10615.74379415,99.20872411855,85.2192750136,30.4763581292
Julio,2019-07-22,220.1554772125,10403.3563925,96.2740815715,83.38216800815,30.9588813914
Julio,2019-07-23,214.078086891,10115.171417385,92.46217618965,81.91080214655,30.0113915138
Julio,2019-07-24,210.714418019,9761.551910085,92.2862705424,80.19702319405,28.9217711952
Julio,2019-07-25,220.194672958,9964.10536966,94.16008919855,81.91450989980001,29.12239564535
Julio,2019-07-26,217.1810397395,9817.24998552,92.6500597736,79.87958684899999,28.84876796375
Julio,2019-07-27,214.2105993025,9789.42118281,91.67453327565,80.3008559881,28.46900402555
Julio,2019-07-28,207.1473666035,9413.92110594,87.8842204079,80.04048713144999,27.45023325925
Julio,2019-07-29,211.3481785175,9577.298172815,89.98018296145,79.12926106905,27.4563891946
Julio,2019-07-30,210.2408439625,9569.54784065,90.606424067,78.7596612433,26.91225275105
Julio,2019-07-31,214.5460302895,9841.862715925,94.90934823815,80.2248667499,27.3479573758
Agosto,2019-08-01,215.8635792015,10184.47007319,98.119212488,81.2348801773,28.1992645409
Agosto,2019-08-02,219.0791972855,10514.48334875,96.37182952345,83.59036926635,28.29923532115
Agosto,2019-08-03,220.9774838285,10725.14286195,95.50086137685,86.31202454155,28.08281278035
Agosto,2019-08-04,221.3597383945,10814.742583,93.42357933955,87.57018080399999,27.7161586332
Agosto,2019-08-05,229.1195842535,11427.9138312,99.3382861163,91.3937981278,27.91497517895
Agosto,2019-08-06,231.3335406265,11782.27651625,95.3179011439,92.52820894775,27.88945211965
Agosto,2019-08-07,226.216012395,11735.34554775,91.13985074655,93.46998576155,28.5226722721
Agosto,2019-08-08,221.64547867,11767.7943127,90.11101544215,94.577232621,30.1682095665
Agosto,2019-08-09,214.805158934,11840.10154685,86.9211071454,93.14186775145,30.5453214092
Agosto,2019-08-10,208.763974521,11619.7770088,85.12510161755,92.64702813495,29.60754063885
Agosto,2019-08-11,211.5547282355,11385.9371009,88.23873661745,91.27980476915,29.90303760115
Agosto,2019-08-12,213.5445301125,11424.5704334,87.6697511362,91.43552764485,30.16196235495
Agosto,2019-08-13,208.4034547435,11125.18838765,84.83538708009999,88.1571787034,29.81484971725
Agosto,2019-08-14,197.699177782,10458.8461421,80.75618527764999,81.9827726555,28.28612223135
Agosto,2019-08-15,183.802361231,10056.36353545,75.75274077840001,78.6867094383,27.43654057805
Agosto,2019-08-16,184.6452183225,10189.914329235,75.1191484882,80.9227791176,27.48998814975
Agosto,2019-08-17,184.6485183525,10269.66132635,73.80017242775,82.37000758035,27.538486830750003
Agosto,2019-08-18,190.607364324,10303.08242595,74.61368250285,84.8707465051,27.6403916854
Agosto,2019-08-19,198.33420028,10614.629152,77.1946865882,87.71867276559999,28.43732680615
Agosto,2019-08-20,199.3177645455,10783.0011987,75.69197926985001,87.7661136882,28.4360082283
Agosto,2019-08-21,189.8583051405,10380.72571955,73.02359223615,82.8038890361,27.37973800065
Agosto,2019-08-22,188.900017612,10032.229324545,72.94001739219999,80.9443029916,26.93734800595
Agosto,2019-08-23,192.734405847,10260.31812135,74.2809021974,82.4410673675,27.12156467935
Agosto,2019-08-24,191.206127376,10200.158644665,74.00668136925,80.41176814880001,26.69905792215
Agosto,2019-08-25,188.5640379135,10156.705506,72.9541249184,80.7339589824,26.20301422095
Agosto,2019-08-26,190.0888727225,10319.31363605,73.5544131166,81.27662977615,26.46689489855
Agosto,2019-08-27,187.2180542865,10234.3144505,73.14999431985001,78.6336812553,25.62070409615
Agosto,2019-08-28,180.058239538,9998.01090242,69.79347268895,75.83993793505,24.85328628365
Agosto,2019-08-29,170.583650409,9589.2079335,65.52970822435,69.68548234720001,22.75563186585
Agosto,2019-08-30,168.9224630475,9542.213161615,64.02591029915,67.18235694215,22.13123084615
Agosto,2019-08-31,171.0632808955,9602.51013944,64.13854016585,67.26681776755001,21.81547990915
Septiembre,2019-09-01,171.61406472049998,9689.850299415,65.63489385305,70.62378604095,21.4774275776
Septiembre,2019-09-02,175.2984523985,10063.621020855,66.25322711745,71.84482231535,22.0444304232
Septiembre,2019-09-03,179.159084639,10522.32630075,68.6742363468,74.3078653651,22.64729371095
Septiembre,2019-09-04,177.7309802255,10598.6773047,68.14885036905,73.3942998305,22.17235609115
Septiembre,2019-09-05,173.95536909700002,10571.84405105,66.11938303805,75.00221650915,22.55415446685
Septiembre,2019-09-06,173.03002367099998,10595.5311554,66.39017159775,77.46470305685,22.62078206005
Septiembre,2019-09-07,175.147863997,10453.7964786,67.59920303655,76.4815773737,22.37218300995
Septiembre,2019-09-08,180.559790558,10502.3646697,70.02294431985,78.17207606865,22.6016659839
Septiembre,2019-09-09,180.7844084975,10297.6204934,69.66187862449999,76.0663524533,22.3154404154
Septiembre,2019-09-10,181.0929253585,10207.4636615,71.37308717605,73.87637107315001,22.02196177195
Septiembre,2019-09-11,179.12919151,10098.362230055,70.19430081384999,72.28680428710001,21.4023883223
Septiembre,2019-09-12,179.92294073699998,10270.7479139,69.443470787,73.78416480335,20.49819569775
Septiembre,2019-09-13,180.0401733665,10334.04295835,68.81552741294999,74.91932551459999,20.9753714698
Septiembre,2019-09-14,184.4095684155,10356.91398335,69.8233183118,75.4621554827,21.0417628736
Septiembre,2019-09-15,188.4233312895,10350.06367335,70.60140165665001,75.26736328745,20.86625237615
Septiembre,2019-09-16,193.947156455,10288.3057259,71.69077029134999,74.25014947125001,20.5887036105
Septiembre,2019-09-17,205.223719309,10248.25573015,74.5280660571,74.65541421284999,20.8168215142
Septiembre,2019-09-18,212.38104946700005,10233.69930295,76.9025814228,78.00594398940001,21.9536071662
Septiembre,2019-09-19,213.778734475,10073.68057292,75.71654592280001,77.37418893175,21.5611843729
Septiembre,2019-09-20,218.3790959835,10209.02921435,75.4603797565,75.31959035419999,21.36705001815
Septiembre,2019-09-21,217.9792375,10094.40298025,74.23668217785,73.2427287541,21.2654371003
Septiembre,2019-09-22,211.8655846845,9998.488905465,72.67636109875,72.78167242345,20.67474075825
Septiembre,2019-09-23,206.8638731205,9900.690909835,69.1890762919,70.95431297115,20.000277107450003
Septiembre,2019-09-24,183.114166164,9087.559274435,61.7151403571,64.47840885915,17.8051718169
Septiembre,2019-09-25,169.816626509,8535.112390425,56.30592616025,59.59082366975,15.9007771358
Septiembre,2019-09-26,164.41148742849998,8205.657454035,54.83926777415,57.73293452665,15.714182901449998
Septiembre,2019-09-27,169.4101412925,8118.721705509999,55.2347784415,57.182728171,15.37833115655
Septiembre,2019-09-28,173.276341989,8205.52421343,55.60631287535,57.46058098455,15.75933189285
Septiembre,2019-09-29,171.103953729,8126.102266725,54.4430735583,56.4828270415,15.53064322545
Septiembre,2019-09-30,173.45440365849998,8072.49487896,54.7392882165,55.5544992328,15.36985268725
