mes,date,ethereum,bitcoin,litecoin,monero,binance
Septiembre,2020-09-21,355.902995832,10684.282750949998,45.096215232350005,90.3949459474,24.6227452168
Septiembre,2020-09-22,341.72793892100003,10475.40152385,43.94135160475,90.2025621481,23.6826498893
Septiembre,2020-09-23,331.820299645,10367.846507615,43.90772876,90.61286562,23.47516803
Septiembre,2020-09-24,335.00328729,10501.273161075002,43.964117655,89.50105802499999,23.691932805
Septiembre,2020-09-25,348.394326535,10678.30505571,45.358649745,92.131905365,24.476916535
Septiembre,2020-09-26,351.98094676,10720.139796815,45.942082705,93.824864385,25.496945445
Septiembre,2020-09-27,355.90924003500004,10713.448919015002,45.82767058,96.61589032,26.31566049
Septiembre,2020-09-28,360.489911185,10824.62057903,46.126161295,96.77263464,26.82418255
Septiembre,2020-09-29,356.250121175,10754.748068225,45.445490145,97.6618757,27.98960236
Septiembre,2020-09-30,357.25335891,10758.289042965,46.104803825000005,103.88062648,28.80049039
